MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,DCCL,DAR CREDIT & CAPITAL LTD,        40.00,        41.75,        42.50,        41.75,        42.50,                  1672500.00,40000, ,        65.00,        33.00
N,SM,DCG,DCG CABLES & WIRES LTD,        58.70,        58.70,        58.95,        58.70,        58.95,                   141180.00,2400, ,        80.40,        47.00
N,SM,DENEERS,DE NEERS TOOLS LIMITED,       236.00,       232.00,       234.95,       221.00,       221.10,                  1225320.00,5400, ,       374.80,       132.00
N,SM,DECCANTRAN,DECCAN TRANSCON LEASING L,        23.70,        23.00,        23.00,        23.00,        23.00,                    82800.00,3600, ,        43.00,        16.25
N,SM,DEEM,DEEM ROLL TECH LIMITED,        50.10,        51.00,        52.60,        51.00,        52.60,                   155950.00,3000, ,        72.00,        29.35
N,SM,DELAPLEX,DELAPLEX LIMITED,        96.90,        96.00,        99.90,        96.00,        99.90,                   697080.00,7200, ,       194.85,        81.15
N,ST,DELTIC,DELTA AUTOCORP LIMITED,        34.20,        33.10,        35.90,        33.10,        35.80,                   723450.00,21000, ,        83.95,        28.05
N,SM,DHANLAXMI,DHANLAXMI CROP SCIENCE L,        29.25,        28.60,        28.90,        28.50,        28.70,                   286400.00,10000, ,        56.80,        20.05
N,ST,DHANSA,DHANSA LABS LIMITED,        25.00,        23.75,        24.90,        23.75,        24.00,                   192800.00,8000, ,        48.30,        16.20
N,SM,DIRL,DHANUKA INFRA REALTY LTD,        11.90,        11.85,        11.85,        11.85,        11.85,                   142200.00,12000, ,        31.05,         8.90
N,SM,DHARARAIL,DHARA RAIL PROJECTS LTD,       145.05,       148.00,       157.00,       147.10,       152.35,                 16599150.00,109000, ,       157.50,        90.05
N,SM,DHARIWAL,DHARIWALCORP LIMITED,        30.70,        30.10,        31.00,        30.00,        30.90,                  8521950.00,276000, ,       413.00,        30.00
N,SM,DTL,DIENSTEN TECH LIMITED,       130.00,       130.00,       130.00,       130.00,       130.00,                   312000.00,2400, ,       178.00,        82.05
N,SM,DIGIKORE,DIGIKORE STUDIOS LIMITED,        60.20,        59.10,        59.10,        55.00,        56.70,                  5875640.00,102400, ,       199.00,        45.35
N,ST,DIVINEHIRA,DIVINE HIRA JEWELLERS LTD,       323.90,       325.00,       325.00,       320.00,       320.00,                   258000.00,800, ,       346.50,        50.10
N,SM,DPEL,DIVINE POWER ENERGY LTD,       498.25,       500.05,       500.05,       492.15,       493.20,                  7431325.00,15000, ,       547.80,       123.00
N,ST,DIVYADHAN,DIVYADHAN RECYCLING IND L,        30.65,        32.15,        32.15,        32.15,        32.15,                    64300.00,2000, ,        62.40,        18.25
N,SM,DOLLEX,DOLLEX AGROTECH LIMITED,        30.85,        30.50,        31.85,        30.30,        31.60,                   742600.00,24000, ,        44.25,        26.00
N,ST,DRONE,DRONE DESTINATION LIMITED,        38.30,        38.30,        39.25,        36.40,        38.35,                  5591475.00,151000, ,       125.15,        36.00
N,SM,DUCOL,DUCOL ORGS AND COLOURS LT,       114.50,       114.50,       114.50,       113.40,       113.40,                   182320.00,1600, ,       209.50,        90.00
N,ST,DUGLOBAL,DUDIGITAL GLOBAL LIMITED,        33.75,        32.25,        34.80,        32.25,        34.80,                   572750.00,17500, ,        56.00,        26.50
N,ST,DURLAX,DURLAX TOP SURFACE LTD,        56.25,        55.55,        55.55,        54.60,        55.05,                   994700.00,18000, ,        64.35,        30.55
N,SM,DYNAMIC,DYNAMIC SRVCS & SEC LTD,       152.60,       151.85,       156.35,       151.85,       156.35,                   154100.00,1000, ,       181.05,        84.70
N,SM,EFACTOR,E FACTOR EXPERIENCES LTD,       183.00,       175.10,       186.50,       175.10,       182.00,                   653240.00,3600, ,       348.00,       160.10
N,ST,E2ERAIL,E TO E TRANS INFRA LTD,       289.00,       295.00,       298.00,       283.10,       294.25,                  7664440.00,26400, ,       347.10,       171.00
N,SM,ECOLINE,ECOLINE EXIM LIMITED,       163.85,       169.80,       186.00,       166.30,       181.40,                 77290750.00,429000, ,       186.00,       111.00
N,SM,EFFWA,EFFWA INFRA & RESEARCH L,       317.65,       320.00,       339.90,       320.00,       322.85,                 33856660.00,103200, ,       339.90,       165.00
N,SM,EFORCE,ELECTRO FORCE (INDIA) LTD,        22.65,        24.00,        24.75,        24.00,        24.25,                   436260.00,18000, ,        54.50,        16.15
N,SM,ELGNZ,ELEGANZ INTERIORS LIMITED,        80.30,        81.95,        82.10,        81.95,        82.00,                   164050.00,2000, ,       163.00,        52.00
N,SM,EMAPARTNER,EMA PARTNERS INDIA LTD,        90.05,        88.40,        89.75,        88.10,        88.10,                   356000.00,4000, ,       113.00,        65.25
N,SM,ETML,EMERALD TYRE MANUF LTD,        76.75,        77.00,        79.00,        77.00,        79.00,                   282000.00,3600, ,       152.55,        72.50
N,SM,EMKAYTOOLS,EMKAY TAP & CUT. TOOL LTD,        95.35,       100.00,       100.00,        98.90,        98.90,                    74640.00,750, ,       330.00,        83.10
N,SM,ETL,EMKAY TOOLS LIMITED,       930.05,       988.00,       988.00,       988.00,       988.00,                   148200.00,150, ,      1235.00,       721.10
N,SM,ENCOMPAS,ENCOMPASS DESIGN INDIA L,       225.90,       227.95,       227.95,       220.10,       221.10,                   535660.00,2400, ,       302.90,       167.35
N,SM,EMMIL,ENERGY MISSION MACH IND L,       122.95,       127.85,       127.85,       121.55,       126.75,                  1031250.00,8250, ,       243.50,       110.00
N,SM,ENFUSE,ENFUSE SOLUTIONS LIMITED,       189.35,       185.00,       185.00,       170.00,       170.00,                   635100.00,3600, ,       284.00,       150.00
N,ST,ENSER,ENSER COMMUNICATIONS LTD,        15.10,        15.10,        15.10,        15.00,        15.00,                   377000.00,25000, ,        23.25,         7.80
N,SM,ENVIRO,ENVIROTECH SYSTEMS LTD,        84.00,        82.15,        83.00,        80.00,        80.95,                  3407100.00,42000, ,       173.00,        77.25
N,SM,EEPL,EPPELTONE ENGINEERS LTD,       100.20,        99.00,        99.90,        98.00,        99.90,                   789050.00,8000, ,       267.90,        94.00
N,ST,EPWINDIA,EPW INDIA LIMITED,       150.30,       150.30,       150.30,       144.00,       144.00,                   707520.00,4800, ,       158.50,        98.00
N,ST,ESCONET,ESCONET TECHNOLOGIES LTD,       121.65,       121.65,       121.65,       117.50,       119.80,                  1096020.00,9200, ,       280.00,        91.25
N,SM,ESPRIT,ESPRIT STONES LIMITED,        72.50,        71.00,        71.00,        69.55,        69.55,                   224880.00,3200, ,       126.95,        52.00
N,ST,ESFL,ESSEN SPECIALITY FILMS L,       121.00,       120.00,       126.00,       119.25,       123.95,                  1698804.00,14040, ,       500.00,       109.95
G,ST,EXCELLENT,EXCELLENT WIRES N PACK L,       171.00,       173.00,       173.95,       173.00,       173.95,                  1945200.00,11200, ,       173.95,        36.90
N,SM,EXIMROUTES,EXIM ROUTES LIMITED,       116.10,       111.00,       115.00,       111.00,       111.10,                  1364560.00,12000, ,       281.90,       101.00
N,SM,FALCONTECH,FALCON TECHNOPROJ IND LTD,        13.40,        13.15,        13.70,        13.00,        13.35,                   127380.00,9600, ,        32.50,        11.15
N,SM,FELIX,FELIX INDUSTRIES LTD.,       181.25,       182.00,       185.30,       180.15,       182.10,                  5478575.00,30000, ,       232.95,       142.65
N,SM,FIDEL,FIDEL SOFTECH LIMITED,       156.60,       157.20,       157.20,       150.00,       150.00,                  1393650.00,9000, ,       234.00,       108.10
N,SM,FINBUD,FINBUD FINANCIAL SERV LTD,       117.00,       117.50,       117.50,       115.10,       117.00,                  2101200.00,18000, ,       164.85,        76.00
N,SM,FLYSBS,FLYSBS AVIATION LIMITED,       412.60,       424.80,       424.80,       405.00,       408.50,                  8025520.00,19600, ,       790.00,       355.25
N,SM,FWSTC,FLYWINGS SIMULAT T C LTD,       169.70,       160.00,       173.05,       160.00,       170.00,                  1403400.00,8400, ,       248.00,       145.00
N,SM,FOCE,FOCE INDIA LIMITED,       591.50,       578.00,       590.00,       576.00,       590.00,                  1116960.00,1920, ,      2004.00,       521.55
N,SM,FORCAS,FORCAS STUDIO LIMITED,       104.25,       105.00,       105.00,       103.50,       103.50,                  1169520.00,11200, ,       140.00,        93.00
N,SM,FORGEAUTO,FORGE AUTO INTERNATION L,        91.10,        94.50,        94.50,        94.50,        94.50,                   113400.00,1200, ,       175.50,        68.45
N,SM,FRESHARA,FRESHARA AGRO EXPORTS LTD,       229.65,       229.00,       233.30,       215.00,       216.05,                 13025610.00,58800, ,       233.30,       130.00
N,ST,FROG,FROG INNOVATIONS LIMITED,       169.80,       170.00,       177.00,       164.00,       172.45,                  5484280.00,32000, ,       277.00,       123.50
N,SM,GAJANAND,GAJANAND INTERNATIONAL L,         8.10,         7.35,         8.20,         7.30,         8.20,                    92550.00,12000, ,        14.50,         6.25
N,SM,GGBL,GANESH GREEN BHARAT LTD,       308.65,       312.00,       328.00,       312.00,       320.55,                 13424700.00,42000, ,       555.00,       215.00
N,ST,GANESHIN,GANESH INFRAWORLD LIMITED,        79.80,        79.70,        83.75,        79.70,        82.85,                  9639120.00,116800, ,       279.80,        66.40
N,SM,GANGABATH,GANGA BATH FITTINGS LTD,        22.40,        22.95,        22.95,        21.85,        22.20,                  1656600.00,75000, ,        59.00,        15.50
N,ST,GRCL,GAYATRI RUBB AND CHEM LTD,       505.50,       502.00,       519.90,       502.00,       519.90,                  1028375.00,2000, ,       617.00,       306.65
N,ST,GIRIRAJ,GIRIRAJ CIVIL DEVP LTD,       154.50,       149.80,       150.00,       149.80,       150.00,                    74950.00,500, ,       378.00,        96.80
G,ST,GSTL,GLOBESECURE TECHNO LTD,        20.40,        20.40,        20.40,        20.40,        20.40,                    81600.00,4000, ,        37.65,         5.95
N,ST,GOLDSTAR,GOLDSTAR POWER LIMITED,         7.85,         7.60,         8.20,         7.60,         7.75,                   701437.50,90000, ,        11.05,         4.50
N,SM,GOYALSALT,GOYAL SALT LIMITED,       113.00,       114.00,       114.00,       109.95,       111.00,                  1617000.00,14400, ,       200.00,        97.00
N,ST,GPECO,GP ECO SOLUTIONS INDIA L,       439.65,       445.00,       461.60,       445.00,       461.60,                  7936670.00,17400, ,       616.50,       264.05
N,SM,GCHOTELS,GRAND CONTINENT HOTELS L,       125.60,       129.00,       129.00,       126.00,       127.55,                  5832720.00,45600, ,       255.00,        76.50
N,SM,GRAPHISAD,GRAPHISADS LIMITED,        31.00,        31.00,        31.00,        30.00,        30.90,                   292980.00,9600, ,        52.80,        29.25
N,SM,GREENCHEF,GREENCHEF APPLIANCES LTD,        50.20,        52.10,        52.30,        51.70,        51.70,                   166440.00,3200, ,        74.05,        40.40
N,SM,GREENLEAF,GREENLEAF ENVIROTECH LTD,        60.05,        60.05,        63.00,        58.00,        62.30,                  2697050.00,44000, ,       185.90,        52.50
N,ST,GRETEX,GRETEX INDUSTRIES LTD.,       240.90,       251.00,       251.00,       251.00,       251.00,                   188250.00,750, ,       301.00,       180.50
N,ST,GJL,GROVER JEWELLS LIMITED,       113.75,       118.50,       119.40,       118.50,       119.40,                   476560.00,4000, ,       276.45,        91.40
N,SM,GSMFOILS,GSM FOILS LIMITED,       208.00,       209.80,       209.80,       205.00,       207.60,                  3834675.00,18500, ,       255.15,       133.10
N,ST,GURUNANAK,GURUNANAK AGRICULTUR IN L,        36.35,        36.35,        36.35,        35.00,        36.00,                   171760.00,4800, ,        60.00,        22.45
N,SM,HIGREEN,HI GREEN CARBON LIMITED,       122.15,       124.95,       127.95,       123.70,       126.45,                  2815280.00,22400, ,       265.70,       101.20
N,SM,HOACFOODS,HOAC FOODS INDIA LIMITED,       640.25,       656.00,       672.25,       641.00,       666.00,                  3227662.50,4875, ,       672.25,       170.25
N,SM,HOLMARC,HOLMARC OPTO MECHATRO L,       108.55,       111.00,       111.00,       108.10,       109.55,                   164325.00,1500, ,       138.95,        60.05
N,SM,HOMESFY,HOMESFY REALTY LIMITED,       110.80,       112.00,       112.00,       112.00,       112.00,                    33600.00,300, ,       336.00,       100.70
N,SM,HRHNEXT,HRH NEXT SERVICES LIMITED,        28.90,        29.10,        30.00,        29.10,        30.00,                   175950.00,6000, ,        60.00,        21.00
N,SM,HVAX,HVAX TECHNOLOGIES LIMITED,       672.95,       664.95,       699.00,       664.95,       699.00,                  1516192.50,2250, ,      1029.30,       640.65
N,SM,IBLFL,IBL FINANCE LIMITED,        57.55,        57.55,        57.55,        57.55,        57.55,                   115100.00,2000, ,        74.00,        43.95
N,ST,IDENTICAL,IDENTICAL BRAINS STUDIO L,        17.20,        16.40,        17.35,        16.40,        17.30,                   202100.00,12000, ,        50.00,        14.10
N,SM,IEML,INDIAN EMULSIFIERS LTD,        46.05,        48.35,        48.35,        48.35,        48.35,                  1547200.00,32000, ,       199.60,        37.90
N,SM,IPHL,INDIAN PHOSPHATE LIMITED,        62.10,        63.00,        63.10,        59.00,        60.40,                   954420.00,15600, ,        78.25,        46.10
N,SM,INFINIUM,INFINIUM PHARMACHEM LTD,       210.10,       210.10,       210.10,       207.05,       207.50,                   312325.00,1500, ,       317.95,       189.40
N,SM,INFLUX,INFLUX HEALTHTECH LIMITED,       245.70,       242.00,       243.05,       237.00,       239.00,                  8764590.00,36600, ,       298.75,       120.00
N,SM,INFOLLION,INFOLLION RESEARCH SER L,       182.00,       184.00,       185.00,       178.90,       179.10,                   724600.00,4000, ,       551.00,       175.00
N,ST,INNOMET,INNOMET ADVANCED MATERI L,        92.45,        87.85,        97.05,        87.85,        90.00,                  1633080.00,17400, ,       216.00,        63.15
N,ST,ITTL,INNOVATIVE TYRE & TUBE LT,        78.30,        76.95,        76.95,        76.95,        76.95,                    16159.50,210, ,       152.40,        64.45
G,ST,INSPIRE,INSPIRE FILMS LIMITED,        10.25,        10.05,        10.05,        10.05,        10.05,                    20100.00,2000, ,        22.70,         6.80
N,SM,IPSL,INTEGRATED PERSO SER LTD,       230.45,       249.00,       264.95,       249.00,       254.65,                   381975.00,1500, ,       385.00,       172.05
N,SM,INM,INTERIORS & MORE LIMITED,       158.00,       164.85,       164.85,       164.85,       164.85,                    98910.00,600, ,       689.00,       152.25
N,ST,ITALIANE,ITALIAN EDIBLES LIMITED,        35.50,        37.25,        37.25,        37.25,        37.25,                   447000.00,12000, ,        49.00,        24.05
N,ST,IWARE,IWARE SUPPLYCHAIN SER LTD,       330.50,       344.00,       347.00,       339.00,       339.00,                  2906670.00,8400, ,       395.00,        70.05
N,SM,JAINIK,JAINIK POWER CABLES LTD,       136.05,       137.00,       137.00,       132.00,       133.20,                  1283640.00,9600, ,       160.00,        60.60
N,SM,JALAN,JALAN TRANSOLU. INDIA LTD,         2.00,         1.95,         2.00,         1.95,         2.00,                    11850.00,6000, ,        10.40,         1.65
N,ST,JAYBEE,JAY BEE LAMINATIONS LTD,        88.20,        90.35,        91.65,        87.10,        89.40,                  1844000.00,20500, ,       295.00,        70.00
N,SM,KORE,JAY JALARAM TECHNO LTD,       137.50,       130.00,       130.00,       125.50,       126.10,                   127875.00,1000, ,       212.30,        85.00
N,SM,JEYYAM,JEYYAM GLOBAL FOODS LTD,        28.25,        28.50,        29.40,        28.50,        28.55,                   405700.00,14000, ,        74.50,        22.05
N,SM,JFLLIFE,JFL LIFE SCIENCES LIMITED,         9.90,         9.90,        10.00,         9.55,        10.00,                   176700.00,18000, ,        19.65,         8.55
N,SM,JIWANRAM,JIWANRAM SHEODUTTRA IND L,         5.10,         5.00,         5.25,         5.00,         5.20,                   154200.00,30000, ,        11.80,         4.35
N,ST,JYOTIGLOBL,JYOTI GLOBAL PLAST LTD,        41.70,        40.10,        41.95,        40.00,        41.95,                   324100.00,8000, ,        77.75,        27.05
N,SM,K2INFRA,K2 INFRAGEN LIMITED,        49.85,        50.85,        51.50,        50.00,        50.80,                   272880.00,5400, ,        90.90,        40.80
N,SM,KKJEWELS,KABRA JEWELS LIMITED,       104.00,       102.00,       119.00,        97.95,       110.85,                  5871200.00,54000, ,       140.30,        72.10
N,ST,KALANA,KALANA ISPAT LIMITED,        20.55,        19.60,        21.00,        19.55,        21.00,                   316000.00,16000, ,        46.85,        15.10
N,SM,KATARIA,KATARIA INDUSTRIES LTD,        98.05,        98.15,        98.15,        96.00,        97.70,                  1279710.00,13200, ,       129.00,        85.50
N,SM,KLL,KAUSHALYA LOGISTICS LTD,        36.85,        35.25,        37.85,        35.25,        37.30,                   233000.00,6400, ,        87.15,        31.50
N,ST,KCEIL,KAY CEE ENERGY & INFRA L,        96.65,        96.15,        96.90,        93.00,        93.40,                  1133700.00,12000, ,       388.05,        90.85
N,SM,KAYTEX,KAYTEX FABRICS LIMITED,        62.85,        61.00,        61.15,        61.00,        61.00,                   780920.00,12800, ,       156.90,        50.35
N,SM,KCK,KCK INDUSTRIES LTD,        13.40,        13.30,        13.70,        13.30,        13.45,                  1954750.00,145000, ,        52.35,        11.60
N,SM,KEN,KEN ENTERPRISES LIMITED,        34.90,        34.75,        34.75,        34.00,        34.00,                    82500.00,2400, ,        64.85,        31.05
N,SM,KHFM,KHFM HOS FAC MANA SER LTD,        58.00,        57.00,        62.30,        55.00,        62.25,                   632167.50,10850, ,        90.50,        45.00
N,SM,KODYTECH,KODY TECHNOLAB LIMITED,       830.25,       833.00,       863.00,       833.00,       862.65,                  4449835.00,5200, ,      1147.00,       556.05
N,ST,KONSTELEC,KONSTELEC ENGINEERS LTD,        45.15,        47.35,        47.35,        45.00,        45.35,                   182800.00,4000, ,        75.65,        28.00
N,SM,KONTOR,KONTOR SPACE LIMITED,        67.15,        65.05,        66.00,        65.05,        65.55,                   196650.00,3000, ,        88.55,        53.25
N,SM,KDL,KORE DIGITAL LIMITED,       111.05,       114.90,       115.95,       105.50,       114.80,                 10547632.50,97050, ,       374.90,       100.85
N,SM,KRISHCA,KRISHCA STRAPPING SLTN L,       177.00,       173.15,       181.45,       173.15,       180.00,                  2340900.00,13000, ,       300.00,       138.00
N,ST,KRMAYURVED,KRM AYURVEDA LIMITED,       248.95,       243.00,       247.95,       238.15,       239.50,                  7510900.00,31000, ,       271.00,       156.15
N,SM,KEL,KUNDAN EDIFICE LIMITED,        83.95,        84.00,        84.00,        80.00,        80.00,                   787920.00,9600, ,       138.00,        61.00
N,ST,LAKSHYA,LAKSHYA POWERTECH LIMITED,       108.85,       107.75,       111.95,       107.00,       111.95,                  1729720.00,16000, ,       173.00,        73.15
N,SM,LAMOSAIC,LAMOSAIC INDIA LIMITED,        30.70,        30.50,        34.60,        29.30,        33.70,                  3921210.00,118800, ,        47.85,        20.45
N,SM,LRRPL,LEAD REC AND RUB PROD LTD,        82.20,        82.20,        82.20,        75.10,        80.00,                   355950.00,4500, ,        99.50,        59.15
N,SM,MPTODAY,M P TODAY MEDIA LIMITED,        45.75,        46.00,        46.00,        46.00,        46.00,                    92000.00,2000, ,        56.80,        32.35
N,SM,MVKAGRO,M.V.K. AGRO FOOD PROD LTD,       470.00,       480.00,       490.00,       456.00,       468.60,                 13131780.00,27300, ,       819.00,       104.35
N,SM,MACOBSTECH,MACOBS TECHNOLOGIES LTD,       230.00,       220.05,       220.10,       213.00,       214.50,                  1739360.00,8000, ,       247.00,       160.00
N,SM,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,       161.70,       155.50,       155.50,       155.05,       155.05,                   621150.00,4000, ,       171.85,       108.60
N,ST,MAHICKRA,MAHICKRA CHEMICAL LIMITED,       240.00,       247.90,       247.90,       233.50,       240.55,                   898125.00,3750,XD,       252.00,       112.00
N,SM,MAITREYA,MAITREYA MEDICARE LIMITED,       154.70,       153.50,       164.90,       150.90,       150.90,                  1366620.00,8800, ,       298.80,       150.90
N,SM,MPEL,MANAS POLYMER N ENERGIE L,        43.05,        43.05,        43.85,        40.90,        42.10,                   933120.00,22400, ,       153.90,        40.90
N,SM,MANAV,MANAV INFRA PROJECTS LTD,        43.40,        41.25,        41.25,        41.25,        41.25,                   165000.00,4000, ,        47.00,        14.00
N,SM,MAL,MANGALAM ALLOYS LIMITED,        33.75,        32.20,        32.75,        32.10,        32.10,                  1593440.00,49600, ,        80.20,        29.60
N,SM,MIEL,MANGLAM INFRA & ENG LTD,        14.25,        13.70,        14.00,        13.70,        13.90,                   138500.00,10000, ,        35.00,        10.70
N,ST,MARC,MARC TECHNOCRATS LIMITED,        81.60,        79.00,        79.00,        78.00,        78.25,                   376500.00,4800, ,        94.00,        40.75
N,SM,MARCO,MARCO CABLE & CONDUCTOR L,        32.80,        31.65,        33.15,        31.65,        33.15,                    97200.00,3000, ,        50.00,        26.60
N,SM,MARUSHIKA,MARUSHIKA TECHNOLOGY LTD,        83.00,        85.00,        85.00,        85.00,        85.00,                   102000.00,1200, ,       123.00,        78.10
N,SM,MDL,MARVEL DECOR LIMITED,        60.95,        61.00,        68.00,        61.00,        68.00,                  1314700.00,20000, ,       104.95,        43.00
N,SM,MASON,MASON INFRATECH LIMITED,       114.00,       115.00,       115.00,       114.00,       114.50,                   114500.00,1000, ,       220.00,       101.20
N,SM,MASTER,MASTER COMPONENTS LIMITED,       337.75,       350.55,       350.55,       350.55,       350.55,                   175275.00,500, ,       436.00,       282.50
N,SM,MGSL,MATRIX GEO SOLUTIONS LTD,        70.00,        70.00,        70.00,        68.05,        68.35,                   747960.00,10800, ,       120.00,        62.05
N,SM,MAXPOSURE,MAXPOSURE LIMITED,        32.00,        32.30,        32.45,        32.00,        32.00,                   193200.00,6000, ,        74.00,        32.00
N,ST,MAXVOLT,MAXVOLT ENERGY INDUS L,       380.10,       377.50,       393.00,       367.10,       370.60,                 37939540.00,100000, ,       509.00,       195.85
N,SM,MAYASHEEL,MAYASHEEL VENTURES LTD,        52.00,        51.95,        51.95,        51.95,        51.95,                   155850.00,3000, ,        85.00,        40.05
N,SM,MCON,MCON RASAYAN INDIA LTD,        47.60,        49.95,        49.95,        49.95,        49.95,                    99900.00,2000, ,       122.45,        37.30
N,SM,MEDIORG,MEDICAMEN ORGANICS LTD,        21.50,        22.00,        22.00,        21.00,        21.00,                   341100.00,16000, ,        49.70,        19.50
N,SM,MEDISTEP,MEDISTEP HEALTHCARE LTD,        18.70,        21.40,        21.40,        19.55,        19.55,                   246300.00,12000, ,        53.00,        16.50
N,SM,MEGATHERM,MEGATHERM INDUCTION LTD,       233.50,       236.00,       236.00,       228.00,       228.00,                  1857360.00,8000, ,       380.00,       170.00
N,SM,MICROPRO,MICROPRO SOFTWARE SOL L,        19.00,        20.00,        20.00,        20.00,        20.00,                    32000.00,1600, ,        28.50,        15.15
N,ST,MOBILISE,MOBILISE APP LAB LIMITED,       110.95,       110.95,       110.95,       105.45,       107.00,                  2768480.00,25600, ,       125.90,        45.00
N,SM,MHHL,MOHINI HEALTH&HYGIENE LTD,        37.00,        35.35,        36.00,        35.15,        36.00,                   319200.00,9000, ,        62.65,        33.10
N,SM,MONOPHARMA,MONO PHARMACARE LIMITED,        10.95,        11.00,        11.45,        11.00,        11.45,                    44900.00,4000, ,        27.90,         9.45
N,SM,MONOLITH,MONOLITHISCH INDIA LTD,       639.85,       642.00,       658.15,       621.00,       641.15,                 22513375.00,35250, ,       658.15,       219.45
N,SM,MOS,MOS UTILITY LIMITED,        15.65,        15.80,        17.00,        15.80,        16.60,                440519600.00,26748000, ,       293.70,         9.05
N,ST,MMEL,MOVING MEDIA ENTER LTD,        36.75,        34.95,        34.95,        34.95,        34.95,                    69900.00,2000, ,        84.45,        20.00
N,ST,MOXSH,MOXSH OVERSEAS EDUCON LTD,       114.55,       119.50,       120.00,       119.50,       119.85,                   575200.00,4800, ,       140.00,        27.00
N,ST,MUNISH,MUNISH FORGE LIMITED,        60.35,        60.15,        62.40,        60.15,        60.80,                   366780.00,6000, ,       143.00,        50.20
N,SM,MYMUDRA,MY MUDRA FINCORP LIMITED,        76.50,        79.00,        81.00,        76.60,        76.80,                  1333680.00,16800, ,       119.10,        60.00
N,ST,NRVANDANA,N R VANDANA TEX IND LTD,        75.50,        72.50,        74.80,        72.20,        72.60,                  8928450.00,123000, ,        82.90,        37.05
N,SM,NAMAN,NAMAN INDUSTRE PRXIMA LTD,        48.50,        48.50,        48.50,        46.25,        48.40,                   230920.00,4800, ,       119.95,        42.05
N,SM,NAMOEWASTE,NAMO EWASTE MANAGEMENT L,       236.20,       233.85,       240.00,       225.10,       230.00,                 10613240.00,45600, ,       255.00,       127.00
N,SM,NEELAM,NEELAM LINENS & GAR (I) L,        11.25,        10.80,        11.80,        10.70,        11.80,                   475500.00,42000, ,        29.10,        10.10
N,ST,NEOCHEM,NEOCHEM BIO SOLUTIONS LTD,        93.00,        94.50,        94.50,        90.00,        92.75,                  1100700.00,12000, ,       121.00,        63.00
N,ST,NEPHROCARE,NEPHRO CARE INDIA LIMITED,        71.35,        71.30,        74.90,        70.10,        73.90,                   880340.00,12000, ,       183.00,        50.05
N,SM,NEPTUNE,NEPTUNE PETROCHEMICALS L,       185.00,       188.10,       188.10,       188.10,       188.10,                   188100.00,1000, ,       246.90,       126.30
N,SM,CBAZAAR,NET AVENUE TECHNOLOGIES L,         4.00,         3.80,         4.00,         3.80,         4.00,                   124800.00,32000, ,         8.00,         3.05
N,ST,NEWJAISA,NEWJAISA TECHNOLOGIES LTD,        17.10,        16.25,        16.25,        16.25,        16.25,                    24375.00,1500, ,        51.50,        15.15
N,SM,NMSTEEL,NEWMALAYALAM STEEL LTD,        25.50,        24.50,        24.50,        24.50,        24.50,                    78400.00,3200, ,        39.15,        17.40
N,ST,NFPSAMPOOR,NFP SAMPOORNA FOODS LTD,        38.20,        36.30,        36.30,        36.30,        36.30,                  1742400.00,48000, ,        54.50,        36.30
N,SM,NIDAN,NIDAN LABS AND HEALTH LTD,        13.70,        13.70,        13.70,        13.70,        13.70,                    13700.00,1000, ,        24.90,        12.75
N,SM,NIRMAN,NIRMAN AGRI GENTICS LTD,        45.60,        46.65,        46.65,        41.65,        43.00,                  1271310.00,29400, ,       266.85,        38.65
N,SM,OBSCP,OBSC PERFECTION LIMITED,       489.10,       489.10,       492.00,       480.00,       486.50,                 24980240.00,51200, ,       495.00,       226.55
N,ST,OMFURN,OMFURN INDIA LIMITED,        56.35,        53.55,        54.00,        53.55,        54.00,                   129060.00,2400, ,       140.00,        38.00
N,ST,ONDOOR,ON DOOR CONCEPTS LIMITED,       169.30,       172.00,       172.00,       160.85,       162.45,                  6519645.00,40200, ,       209.20,       100.00
N,ST,OLIL,ONECLICK LOGISTICS IND L,       441.90,       447.00,       454.50,       442.70,       442.70,                  1255680.00,2800, ,       479.90,       178.00
