MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,MANUFGBEES,NIPPONAMC - MANUFGBEES,       157.98,       160.96,       160.96,       157.00,       157.46,                   807235.64,5124,111,       171.58,       138.60,NIFTY INDIA MANUFACTURING TRI
N,EQ,MASPTOP50,MIRAEAMC - MASPTOP50,        82.38,        81.91,        81.91,        81.91,        81.91,                  3286065.38,40118,166,        82.78,        52.52,S&P 500 TOP 50 TOTAL RETURN INDEX
N,EQ,METAL,MIRAEAMC - METAL,        13.53,        13.60,        13.60,        13.22,        13.31,                 51832585.22,3881297,8910,        13.97,         8.70,NIFTY METAL TOTAL RETURN INDEX
N,EQ,METALIETF,ICICIPRAMC - METALIETF,        13.50,        13.68,        13.68,        13.22,        13.31,                239714171.66,18002112,16306,        14.17,         8.88,NIFTY METAL INDEX
N,EQ,MID150,KOTAKMAMC - MID150,        22.61,        22.69,        22.89,        22.40,        22.54,                  1197445.79,52685,210,        25.49,        18.97,NIFTY MIDCAP 150 INDEX
N,EQ,MID150BEES,NIP IND ETF MIDCAP 150,       230.57,       232.58,       232.58,       229.02,       230.00,                234507522.18,1015438,7348,       239.29,       190.43,NIFTY MIDCAP 150 TRI
N,EQ,MID150CASE,ZERODHAAMC - MID150CASE,        11.21,        10.97,        11.35,        10.97,        11.13,                 24998788.10,2232523,4683,        12.00,         9.63,ZERODHA NIFTY MIDCAP 150 ETF
N,EQ,MIDCAP,KOTAKMAMC - KOTAKMID50,        17.60,        17.60,        17.77,        15.01,        17.58,                  6863518.35,391523,983,       183.48,        15.01,NIFTY MIDCAP 50 INDEX
N,EQ,MIDCAPADD,DSPAMC - MIDCAPADD,        22.38,        22.38,        22.52,        22.30,        22.33,                    48815.89,2178,38,        25.50,        19.27,NIFTY MIDCAP 150 INDEX
N,EQ,MIDCAPBETA,UTIAMC-MIDCAPBETA,       224.65,       226.76,       226.76,       224.01,       224.92,                   352832.26,1573,24,       235.48,       192.50,UTI NIFTY MIDCAP 150 EXCHANGE TRADED FUND (ETF)
N,EQ,MIDCAPETF,MIRAEAMC - MAM150ETF,        22.80,        23.00,        23.00,        22.65,        22.74,                 36490301.39,1600127,9412,        23.96,        19.60,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF
N,EQ,MIDCAPIETF,ICICIPRAMC - ICICIM150,        23.10,        23.03,        23.30,        22.95,        23.01,                 22586662.65,976967,2432,        24.13,        19.89,NIFTY MIDCAP 150
N,EQ,MIDQ50ADD,DSPAMC - DSPQ50ETF,       245.69,       245.57,       245.66,       242.71,       243.88,                  1143042.89,4682,138,       264.64,       209.98,NIFTY MIDCAP 150 QUALITY 50 INDEX
N,EQ,MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,        18.31,        18.52,        18.52,        18.20,        18.26,                  3441518.18,187859,669,        20.00,        14.55,S&P BSE MIDCAP SELECT INDEX
N,EQ,MIDSMALL,MIRAEAMC - MIDSMALL,        50.27,        50.27,        50.65,        49.85,        50.06,                  7244650.14,144238,743,        52.62,        42.41,MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF
N,EQ,MNC,KOTAKMAMC - KOTAKMNC,        32.51,        32.58,        33.25,        32.32,        32.83,                 10853331.78,334229,450,        35.54,        27.83,KOTAK NIFTY MNC ETF
N,EQ,MOALPHA50,MOTILALAMC - MOALPHA50,        52.21,        52.39,        52.46,        51.54,        52.08,                   216276.55,4154,37,        54.38,        42.10,NIFTY ALPHA 50 TOTAL RETURN INDEX
N,EQ,MOBANK10,MOTILALAMC - MOBANK10,        16.06,        16.34,        16.34,        15.98,        16.06,                    27186.37,1690,54,        17.18,        15.75,BSE TOP 10 BANKS TOTAL RETURN INDEX
N,EQ,MOCAPITAL,MOTILALAMC - MOCAPITAL,        53.69,        54.29,        54.59,        52.47,        53.03,                 66117061.68,1236156,4484,        57.16,        41.15,NIFTY CAPITAL MARKET TOTAL RETURN INDEX
N,EQ,MODEFENCE,MOTILALAMC - MODEFENCE,        99.59,        99.99,       100.74,        99.06,        99.56,                111929792.45,1119314,7632,       104.44,        77.80,NIFTY INDIA DEFENCE TOTAL RETURN INDEX
N,EQ,MOENERGY,MOTILALAMC - MOENERGY,        40.69,        41.00,        41.00,        40.28,        40.45,                  5984927.11,147625,891,        43.00,        33.00,NIFTY ENERGY INDEX
N,EQ,MOGOLD,MOTILALAMC - MOGOLD,       153.35,       153.00,       153.15,       152.30,       152.90,                112205746.15,733858,619,       175.00,        96.30,DOMESTIC PRICE OF PHYSICAL GOLD
N,EQ,MOGSEC,MOTILALAMC - G5,        63.38,        65.28,        65.28,        63.37,        64.00,                   821425.96,12869,350,        66.49,        60.18,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,MOHEALTH,MOTILALAMC - MOHEALTH,        47.26,        46.31,        47.70,        46.31,        47.59,                  2612644.23,54930,455,        49.13,        40.79,MOTILAL OSWAL S&P BSE HEALTHCARE ETF
N,EQ,MOINFRA,MOTILALAMC - MOINFRA,        61.92,        62.90,        62.90,        61.65,        62.19,                   638950.98,10281,53,        66.00,        54.60,BSE INDIA INFRASTRUCTURE TOTAL RETURN INDEX
N,EQ,MOIPO,MOTILALAMC - MOIPO,        43.05,        43.47,        43.51,        43.16,        43.20,                    16194.49,375,12,        53.00,        36.50,BSE SELECT IPO TOTAL RETURN INDEX
N,EQ,MOLOWVOL,MOTILALAMC - MOLOWVOL,        35.82,        36.50,        36.50,        35.65,        35.78,                   444797.60,12411,32,        43.07,        33.52,NIFTY MIDCAP 100 TRI
N,EQ,MOM100,MOTILAL OS MIDCAP100 ETF,        65.74,        65.74,        66.30,        65.26,        65.56,                 16397279.05,249228,2714,        69.20,        56.15,NIFTY MIDCAP 100
N,EQ,MOM30IETF,ICICIPRAMC - ICICIMOM30,        30.55,        30.90,        30.90,        30.40,        30.50,                 20536664.78,672757,1756,        33.61,        26.00,ICICI PRUDENTIAL NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOM50,MOTILAL OSWAL M50 ETF,       244.63,       247.69,       247.69,       243.00,       243.68,                   724770.48,2970,148,       279.33,       231.11,NIFTY 50
N,EQ,MOMENTUM,BIRLASLAMC - MOMENTUM,        30.39,        30.39,        30.75,        30.26,        30.42,                  1843189.49,60425,313,        33.15,        27.05,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOMENTUM30,KOTAKMAMC - MOMENTUM30,        30.03,        30.09,        30.29,        29.99,        30.24,                   450069.40,14930,100,        37.38,        26.91,NIFTY 200 MOMENTUM 30 INDEX
N,EQ,MOMENTUM50,MOTILALAMC - MOMENTUM50,        51.88,        51.88,        52.35,        50.80,        51.80,                 21013916.58,404648,1559,        56.90,        44.96,NIFTY 500 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMGF,MOTILALAMC - MOMGF,       157.85,       157.95,       157.95,       156.67,       157.09,                   105954.56,673,24,       182.16,       137.90,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MOMIDMTM,MOTILALAMC - MOMIDMTM,        63.16,        63.16,        63.68,        62.80,        63.17,                  3777716.29,59728,282,        68.50,        54.78,NIFTY MIDCAP 150 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMNC,MOTILALAMC - MOMNC,        31.69,        31.78,        31.78,        31.57,        31.63,                    18868.73,597,12,        35.80,        27.03,NIFTY MNC ETF TOTAL RETURN INDEX
N,EQ,MOMOMENTUM,MOTILALAMC - MOMOMENTUM,        60.66,        60.66,        61.50,        60.24,        60.78,                  2048874.85,33570,427,        66.37,        54.32,NIFTY 200 MOMENTUM 30 TOTAL RETURN INDEX
N,EQ,MON100,MOTILAL OS NASDAQ100 ETF,       341.98,       342.55,       342.55,       342.01,       342.55,                368523784.28,1075827,17356,       342.55,       177.20,NASDAQ100
N,EQ,MON50EQUAL,MOTILALAMC - MON50EQUAL,        32.53,        32.61,        32.65,        32.30,        32.50,                   263442.27,8117,41,        34.88,        29.43,NIFTY 50 EQUAL WEIGHT TOTAL RETURN INDEX
N,EQ,MONEXT50,MOTILALAMC - MONEXT50,        69.85,        70.19,        70.27,        69.67,        70.05,                    81300.02,1163,40,        73.08,        59.43,NIFTY NEXT 50 TOTAL RETURN INDEX
N,EQ,MONIFTY100,MOTILALAMC - MONIFTY100,        24.56,        25.17,        25.17,        24.41,        24.53,                  1216413.56,49497,70,        27.97,        22.38,NIFTY 100 TOTAL RETURN INDEX
N,EQ,MONIFTY500,MOTILALAMC - MONIFTY500,        22.99,        23.18,        23.18,        22.90,        22.97,                  5428327.78,235845,1483,        24.88,        20.75,MOTILAL OSWAL NIFTY 500 ETF
N,EQ,MONQ50,MOTILALAMC - MONQ50,       146.35,       146.58,       146.58,       146.58,       146.58,                  2554596.24,17428,126,       146.58,        71.26,NASDAQ Q-50 TOTAL RETURN INDEX
N,EQ,MOPSE,MOTILALAMC - MOPSE,       102.64,       102.94,       103.04,       102.25,       102.25,                    25479.94,249,12,       114.70,        92.55,NIFTY PSE TOTAL RETURN INDEX
N,EQ,MOQUALITY,MOTILALAMC - MOQUALITY,       200.77,       201.37,       201.37,       198.96,       199.78,                   740202.73,3712,27,       225.60,       176.15,MOTILAL OSWAL S&P BSE QUALITY ETF
N,EQ,MOREALTY,MOTILALAMC - MOREALTY,        76.38,        76.39,        77.74,        76.39,        76.78,                 30437457.48,394844,2369,       107.02,        64.00,MOTILAL OSWAL NIFTY REALTY ETF
N,EQ,MOSERVICE,MOTILALAMC - MOSERVICE,        29.65,        29.79,        29.83,        29.51,        29.58,                    67200.64,2269,41,        35.37,        28.30,NIFTY SERVICES SECTOR TOTAL RETURN INDEX
N,EQ,MOSILVER,MOTILALAMC - MOSILVER,       254.53,       254.00,       254.00,       248.77,       251.40,                 40274338.89,160962,1860,       385.00,       112.32,DOMESTIC PRICE OF PHYSICAL SILVER
N,EQ,MOSMALL250,MOTILALAMC - MOSMALL250,        17.14,        17.19,        17.24,        16.92,        17.07,                 64286889.09,3751522,2978,        19.38,        14.22,MOTILAL OSWAL NIFTY SMALLCAP 250 ETF
N,EQ,MOTOUR,MOTILALAMC - MOTOUR,        73.26,        73.60,        73.60,        72.25,        72.88,                   770930.47,10558,147,        97.20,        64.00,NIFTY INDIA TOURISM TOTAL RETURN INDEX
N,EQ,MOVALUE,MOTILALAMC - MOVALUE,       117.48,       118.06,       118.06,       116.51,       117.13,                 14986064.29,127695,795,       128.77,        98.10,MOTILAL OSWAL S&P BSE ENHANCED VALUE ETF
N,EQ,MSCI360,360ONEAMC - MSCI360,         9.82,         9.85,         9.85,         9.72,         9.74,                    26460.16,2711,38,        11.60,         9.71,MSCI INDIA INDEX
N,EQ,MSCIADD,DSPAMC - MSCIADD,        28.63,        28.63,        28.63,        28.41,        28.61,                    46610.24,1633,6,        33.82,        26.40,MSCI INDIA INDEX
N,EQ,MSCIINDIA,KOTAKMAMC - MSCIINDIA,        28.92,        28.92,        29.49,        28.77,        29.05,                   520675.67,17874,91,        32.14,        26.50,MSCI INDIA INDEX
N,EQ,MULTICAP,MIRAEAMC - MULTICAP,        16.02,        16.02,        16.15,        15.95,        16.00,                  6315770.82,394310,521,        17.50,        14.20,NIFTY500 MULTICAP 50:25:25 INDEX
N,EQ,NETF,TATAAML - NETF,       253.49,       253.49,       255.39,       252.50,       253.32,                   526998.11,2074,143,       292.90,       240.66,TATA NIFTY 50 EXCHANGE TRADED FUND
N,EQ,NEXT30ADD,DSPAMC - NEXT30ADD,        42.22,        42.22,        42.29,        41.92,        42.10,                    88897.19,2108,64,        43.40,        36.98,BSE SENSEX NEXT 30 INDEX
N,EQ,NEXT50,MIRAEAMC - MANXT50,       721.84,       724.35,       726.99,       719.16,       723.75,                 59161132.94,81746,807,       745.34,       617.00,NIFTY NEXT 50
N,EQ,NEXT50ADD,DSPAMC - NEXT50ADD,        70.46,        70.68,        71.10,        70.24,        70.61,                  1499792.25,21246,31,        81.00,        56.25,NIFTY NEXT 50 TRI
N,EQ,NEXT50BETA,UTIAMC-NEXT50BETA,        75.28,        74.70,        76.00,        74.70,        75.73,                 14158266.58,187376,828,        79.10,        64.34,NIFTY NEXT 50
N,EQ,NEXT50ETF,KOTAKMAMC - NEXT50ETF,        70.36,        70.36,        71.00,        70.13,        70.99,                   238473.62,3375,73,        72.98,        60.15,NIFTY NEXT 50 INDEX
N,EQ,NEXT50IETF,ICICIPRAMC - ICICINXT50,        73.94,        73.94,        74.50,        73.60,        74.11,                 85534342.19,1153527,5301,        77.61,        62.60,NIFTY NEXT 50
N,EQ,NIF100BEES,NIP IND ETF NIFTY 100,       258.80,       259.99,       259.99,       257.01,       258.26,                  6372750.87,24679,627,       290.00,       240.00,NIFTY 100 TRI
N,EQ,NIF100IETF,ICICI PRUD NIFTY 100 ETF,        27.14,        27.43,        27.43,        27.04,        27.14,                  1667990.38,61355,1026,        30.88,        25.34,NIFTY 100
N,EQ,NIFTY1,KOTAK NIFTY ETF,       258.45,       261.03,       261.03,       257.40,       258.49,                 17740110.94,68647,1684,       320.00,       244.80,NIFTY 50
N,EQ,NIFTY100EW,KOTAKMAMC - NIFTY100EW,        34.02,        33.16,        34.48,        33.16,        34.11,                   727779.68,21451,161,        41.41,        29.84,NIFTY 100 EQUAL WEIGHT INDEX
N,EQ,NIFTYADD,DSPAMC - DSPNIFTY,       245.59,       246.11,       246.78,       244.38,       245.19,                  2054971.62,8370,229,       300.00,       232.64,NIFTY 50 INDEX
N,EQ,NIFTYBEES,NIP IND ETF NIFTY BEES,       265.60,       267.99,       267.99,       264.40,       265.36,               1757608547.07,6618551,55413,       302.25,       251.70,NIFTY 50
N,EQ,NIFTYBETA,UTIAMC-NIFTYBETA,       258.84,       260.82,       260.82,       257.21,       258.01,                  3589647.71,13892,476,       297.48,       244.90,NIFTY 50
N,EQ,NIFTYBETF,BFAM - NIFTYBETF,       240.15,       240.15,       241.00,       238.47,       239.02,                  1990191.55,8289,97,       279.99,       227.01,BAJAJ FINSERV NIFTY 50 ETF
N,EQ,NIFTYCASE,ZERODHAAMC - NIFTYCASE,         9.35,         9.58,         9.60,         9.30,         9.32,                  5214156.95,557996,1786,        10.97,         8.84,NIFTY INDEX 50 INDEX
N,EQ,NIFTYETF,MIRAEAMC - MAN50ETF,       253.61,       254.37,       254.50,       252.18,       253.23,                 54594795.82,215523,1139,       289.05,       239.81,NIFTY 50
N,EQ,NIFTYIETF,ICICI PRUD NIFTY ETF,       264.01,       263.80,       266.09,       263.04,       263.99,                124255322.08,470216,8670,       328.24,       250.40,NIFTY 50
N,EQ,NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,        20.87,        20.87,        20.97,        20.68,        20.82,                   514530.36,24727,236,        23.03,        18.95,ADITYA BIRLA SUN LIFE NIFTY 200 QUALITY 30 ETF
N,EQ,NPBET,TATAAML - NPBET,       269.77,       272.46,       276.80,       269.62,       271.05,                   224626.32,830,30,       307.00,       246.26,NIFTY PRIVATE BANK INDEX
N,EQ,NV20,KOTAKMAMC - KTKNV20ETF,        14.08,        14.08,        14.13,        13.97,        14.01,                   544956.04,38883,217,       168.70,        13.00,NIFTY50 VALUE 20
N,EQ,NV20BEES,NIP IND ETF ETF NV20,       140.74,       143.50,       143.50,       139.75,       140.29,                   982007.28,6991,262,       160.00,       122.02,NIFTY50 VALUE20 TRI
N,EQ,NV20IETF,ICICI PRUDENTIAL NV20 ETF,        13.71,        13.71,        13.82,        13.64,        13.68,                  3714019.41,271057,1926,        16.00,        12.50,NIFTY50 VALUE 20
N,EQ,OILIETF,ICICIPRAMC - OILIETF,        11.33,        11.61,        11.61,        11.26,        11.29,                 33360609.48,2952112,2561,        14.00,         9.80,NIFTY OIL & GAS INDEX
N,EQ,PHARMABEES,NIPPONAMC - NETFPHARMA,        24.79,        25.08,        25.08,        24.09,        24.90,                 94267969.11,3786588,8708,        26.52,        21.11,NIFTY PHARMA TRI
N,EQ,PSUBANK,KOTAK PSU BANK,       825.10,       845.72,       845.72,       818.52,       828.75,                 52083464.27,62858,886,      1010.00,       662.59,NIFTY PSU BANK
N,EQ,PSUBANKADD,DSPAMC - DSPPSBKETF,        83.13,        83.47,        84.47,        83.00,        83.47,                  4193005.68,50083,307,        99.88,        67.20,DSP NIFTY PSU BANK ETF
N,EQ,PSUBNKBEES,NIP IND ETF PSU BANK BEES,        92.08,        93.00,        93.40,        91.81,        92.28,                437796164.44,4726892,10052,       110.40,        73.82,NIFTY PSU BANK
N,EQ,PSUBNKIETF,ICICIPRAMC - PSUBANKICI,        83.35,        81.68,        84.88,        81.68,        84.20,                 16405687.48,194671,1624,       104.00,        66.61,ICICI PRUDENTIAL NIFTY PSU BANK ETF
N,EQ,PVTBANIETF,ICICIPRAMC - ICICIBANKP,        26.45,        26.51,        26.70,        26.35,        26.51,                314530096.34,11866491,3349,        30.32,        24.18,NIFTY PRIVATE BANK INDEX
N,EQ,PVTBANKADD,DSPAMC - DSPPVBKETF,        26.76,        26.77,        26.83,        26.44,        26.61,                  1163958.40,43824,179,        31.88,        24.02,DSP NIFTY PRIVATE BANK ETF
N,EQ,PVTBKGROWW,GROWWAMC - PVTBKGROWW,        26.23,        26.20,        26.53,        26.00,        26.30,                  1168293.85,44481,185,        27.86,        25.53,NIFTY PRIVATE BANK INDEX - TRI
N,EQ,QGOLDHALF,QUANTUM GOLD FUND,       128.84,       126.00,       128.84,       126.00,       127.95,                 27159223.76,212288,734,       149.69,        78.43,GOLD
N,EQ,QNIFTY,QUANTUM NIFTY 50 ETF,       256.70,       257.20,       257.80,       255.60,       256.25,                  1222831.40,4770,48,      2911.90,       243.20,NIFTY 50
N,EQ,QUAL30IETF,ICICIPRAMC - ICICIQTY30,        20.69,        20.70,        20.80,        20.49,        20.57,                  5922518.94,287239,265,        23.00,        18.00,ICICI PRUDENTIAL NIFTY 200 QUALITY 30 ETF
N,EQ,QUALITY30,KOTAKMAMC - QUALITY30,        20.27,        20.35,        20.35,        20.10,        20.21,                   165116.89,8155,51,        23.18,        18.09,NIFTY200 QUALITY 30 INDEX
N,EQ,SBIBPB,SBIAMC - SBIBPB,        47.72,        47.72,        48.68,        47.30,        48.01,                 10991890.36,227495,677,        58.27,        38.53,BSE PSU BANK INDEX TRI
N,EQ,SBIETFCON,SBIAMC - SBIETFCON,       115.26,       116.98,       116.98,       114.00,       115.74,                   400278.96,3476,128,       133.97,       100.00,NIFTY INDIA CONSUMPTION INDEX
N,EQ,SBIETFIT,SBIAMC - SBIETFIT,       326.93,       335.10,       335.10,       320.07,       322.04,                  3776835.85,11691,415,       439.27,       299.23,NIFTY IT INDEX
N,EQ,SBIETFPB,SBIAMC - SBIETFPB,       267.30,       269.90,       270.44,       265.62,       268.53,                  1477430.50,5522,129,       304.58,       244.18,NIFTY PRIVATE BANK INDEX
N,EQ,SBIETFQLTY,SBIAMC - SBIETFQLTY,       216.67,       221.00,       221.00,       215.39,       217.36,                   266031.50,1226,63,       240.00,       194.00,NIFTY 200 QUALITY 30 INDEX
N,EQ,SBILIQETF,SBIAMC - SBILIQETF,      1041.64,      1046.84,      1046.84,      1042.04,      1042.05,                 51004431.82,48942,94,      1087.09,       984.99,NIFTY 1D RATE INDEX
N,EQ,SBIMIDMOM,SBIAMC - SBIMIDMOM,        62.45,        62.45,        63.50,        61.76,        62.40,                   584746.75,9342,99,        65.00,        53.86,NIFTY MIDCAP 150 MOMENTUM 50 INDEX
N,EQ,SBINEQWETF,SBIAMC - SBINEQWETF,        32.51,        32.51,        32.79,        32.33,        32.51,                  8878222.54,272780,521,        35.25,        29.64,NIFTY50 EQUAL WEIGHT
N,EQ,SBINMID150,SBIAMC - SBINMID150,        22.38,        22.49,        22.69,        22.25,        22.35,                   245928.77,10980,92,        23.81,        19.81,NIFTY MIDCAP 150 INDEX
N,EQ,SBISILVER,SBIAMC - SBISILVER,       252.49,       251.15,       251.15,       246.59,       249.42,               1335998991.51,5372148,28145,       362.00,        96.14,SBI SILVER ETF
N,EQ,SBISMLETF,SBIAMC - SBISMLETF,        17.07,        17.02,        17.41,        16.97,        17.01,                   259012.20,15174,99,        17.50,        16.69,NIFTY SMALLCAP 250 INDEX
N,EQ,SBIVALETF,SBIAMC - SBIVALETF,        15.43,        15.49,        15.50,        15.33,        15.37,                    81454.83,5288,37,        17.49,        14.43,NIFTY200 VALUE 30 INDEX
N,EQ,SELECTIPO,MIRAEAMC - SELECTIPO,        43.05,        43.60,        43.60,        42.99,        43.01,                   371903.29,8625,65,        57.75,        37.80,BSE SELECT IPO INDEX
N,EQ,SENSEXADD,DSPAMC - DSPSENXETF,        76.22,        77.70,        77.70,        76.05,        76.17,                   170335.67,2236,27,        88.20,        73.27,DSP S&P BSE SENSEX ETF
N,EQ,SENSEXBETA,UTIAMC-SENSEXBETA,       819.63,       818.76,       826.61,       818.00,       820.49,                   909476.69,1108,134,       952.91,       785.00,SENSEX
N,EQ,SENSEXETF,MIRAEAMC - SENSEXETF,        76.43,        74.51,        76.77,        74.51,        76.30,                  1863626.49,24402,197,        88.70,        73.33,MIRAE ASSET S&P BSE SENSEX ETF
N,EQ,SENSEXIETF,ICICI PRUD SENSEX ETF,       851.55,       856.54,       856.54,       847.78,       850.52,                 16427566.92,19280,1196,       999.84,       731.00,SENSEX
N,EQ,SETF10GILT,SBIAMC - SETF10GILT,       258.72,       259.72,       261.00,       258.51,       260.00,                  4475041.76,17178,64,       266.10,       250.37,NIFTY 10 YR BENCHMARK G-SEC INDEX
N,EQ,SETFGOLD,SBI-ETF GOLD,       132.56,       130.72,       132.50,       130.72,       131.81,                899958515.62,6834230,16935,       153.95,        79.79,GOLD
N,EQ,SETFNIF50,SBI-ETF NIFTY 50,       251.09,       252.39,       252.39,       249.85,       250.84,                140086378.72,558240,5790,       287.33,       237.90,NIFTY 50
N,EQ,SETFNIFBK,SBI-ETF NIFTY BANK,       556.28,       557.61,       561.82,       555.08,       558.51,                 32358566.43,57871,777,       646.11,       465.64,NIFTY BANK
N,EQ,SETFNN50,SBI-ETF NIFTY NEXT 50,       749.70,       751.52,       754.96,       745.01,       751.00,                 73297785.35,97633,1667,       840.00,       636.01,NIFTY NEXT 50
N,EQ,SHARIABEES,NIP IND ETF SHARIAH BEES,       461.76,       464.06,       466.26,       458.67,       459.60,                  2418378.33,5253,514,       537.63,       433.68,SHARIAH
N,EQ,SILVER,BIRLASLAMC - SILVER,       257.15,       255.55,       257.87,       251.50,       254.25,                748861288.41,2954515,19276,       371.89,        97.67,PHYSICAL PRICE OF SILVER
N,EQ,SILVER1,KOTAKMAMC - KOTAKSILVE,        25.00,        25.03,        25.20,        24.43,        24.71,                157269256.12,6378349,6550,       388.00,        17.77,KOTAK SILVER ETF
N,EQ,SILVER360,360ONEAMC - SILVER360,       252.94,       252.37,       252.37,       248.00,       250.31,                  4927306.60,19704,422,       358.00,        96.50,COMMODITY-SILVER
N,EQ,SILVERADD,DSPAMC - DSPSILVETF,       248.61,       247.35,       247.36,       242.88,       245.48,                284072936.58,1158570,10406,       390.00,        94.37,DSP SILVER ETF
N,EQ,SILVERAG,MIRAEAMC - MASILVER,       250.65,       250.22,       250.22,       245.03,       247.88,                545456406.91,2209629,18679,       380.00,        95.50,MIRAE ASSET SILVER ETF
N,EQ,SILVERBEES,NIPPONAMC - NETFSILVER,       246.56,       246.00,       247.00,       241.00,       243.58,               5677110709.02,23320463,87656,       360.00,        93.81,DOMESTIC PRICE OF SILVER- BASED ON LBMA SILVER DAILY SPOT FIXING PRICE
N,EQ,SILVERBETA,UTIAMC-SILVERBETA,       248.86,       248.86,       248.86,       243.16,       246.01,                179584806.33,730872,5900,       379.66,        95.11,UTI SILVER EXCHANGE TRADED FUND (UTI SILVER ETF)
N,EQ,SILVERBND,BANDHANAMC - SILVERBND,       257.88,       257.01,       257.60,       252.21,       254.41,                  2732192.34,10758,285,       389.00,       180.00,COMMODITY - SILVER
N,EQ,SILVERCASE,ZERODHAAMC - SILVERCASE,        26.17,        25.51,        26.82,        25.51,        25.88,                385460301.06,14923422,12651,        38.01,         9.95,COMMODITY-SILVER
N,EQ,SILVERIETF,ICICIPRAMC - ICICISILVE,       257.53,       263.00,       263.00,       251.50,       254.27,               1109809167.21,4369991,29036,       373.50,        97.65,DOMESTIC PRICE OF SILVER
N,EQ,SMALL250,MIRAEAMC - SMALL250,        17.09,        17.20,        17.30,        17.02,        17.06,                  4035502.07,235556,837,        18.89,        14.16,NIFTY SMALLCAP 250
N,EQ,SMALLADD,DSPAMC - SMALLADD,        17.13,        17.45,        17.45,        17.01,        17.06,                   630863.10,36820,170,        17.80,        14.01,NIFTY SMALLCAP 250 INDEX
N,EQ,SMALLCAP,MIRAEAMC - SMALLCAP,        45.04,        45.07,        45.24,        44.68,        44.90,                 45015164.89,1000812,3174,        54.50,        37.34,MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF
N,EQ,SML100CASE,ZERODHAAMC - SML100CASE,        10.28,        10.44,        10.44,        10.07,        10.24,                 22026530.89,2141951,1308,        11.74,         8.50,NIFTY SMALLCAP 100 INDEX
N,EQ,SNXT30BEES,NIPPONAMC - SNXT30BEES,        41.98,        42.18,        42.20,        41.80,        42.05,                   243357.85,5797,65,        43.75,        36.83,BSE SENSEX NEXT 30 INDEX
N,EQ,SNXT50BETA,UTIAMC-SNXT50BETA,        90.85,        90.79,        90.95,        89.66,        90.80,                   108680.00,1201,94,       102.25,        77.87,BSE SENSEX NEXT 50
N,EQ,TATAGOLD,TATAAML-TATAGOLD,        15.07,        15.44,        15.44,        14.93,        15.00,                642417401.26,42858552,64814,        17.70,         8.00,TATA GOLD EXCHANGE TRADED FUND
N,EQ,TATSILV,TATAAML-TATSILV,        25.00,        25.48,        25.48,        24.44,        24.70,               1067976356.59,43243982,59442,        35.10,         9.34,TATA SILVER EXCHANGE TRADED FUND
N,EQ,TECH,BIRLASLAMC - TECH,        32.01,        32.44,        32.44,        31.60,        31.78,                  1956465.58,61559,300,        49.41,        29.52,NIFTY IT TRI INDEX
N,EQ,TNIDETF,TATAAML - TNIDETF,        81.48,        81.88,        82.84,        80.76,        81.10,                  3015521.09,37185,492,       103.26,        74.50,NIFTY INDIA DIGITAL INDEX
N,EQ,TOP100CASE,ZERODHAAMC - TOP100CASE,        10.20,        10.35,        10.35,        10.15,        10.19,                  4246239.06,415590,1339,        11.57,         9.48,ZERODHA NIFTY 100 ETF
N,EQ,TOP10ADD,DSPAMC - TOP10ADD,        85.71,        86.13,        86.13,        85.13,        85.34,                  8900575.56,104304,634,       103.43,        83.05,NIFTY TOP 10 EQUAL WEIGHT INDEX
N,EQ,TOP15IETF,ICICIPRAMC - TOP15IETF,         9.47,         9.52,         9.59,         9.45,         9.50,                  2256994.84,237709,459,        11.36,         9.15,NIFTY TOP 15 EQUAL WEIGHT INDEX
N,EQ,TOP20,MIRAEAMC - TOP20,         8.40,         8.35,         8.45,         8.35,         8.40,                   367793.87,43725,122,         9.99,         8.00,NIFTY TOP 20 EQUAL WEIGHT
N,EQ,TWCGOLDETF,WEALTH - TWCGOLDETF,       154.46,       154.21,       154.21,       153.01,       153.61,                   464118.30,3019,230,       187.98,       123.31,COMMODITY
N,EQ,UNIONGOLD,UNIONAMC - UNIONGOLD,       152.65,       155.70,       155.70,       150.40,       151.55,                   158580.90,1047,70,       177.00,        90.00,COMMODITY GOLD
